thread_id,customer_text,brand_text
1307920,"@115850 
I cannot find the 'Pay with Amazon Balance' option on the payment page... kindly assist
userid: __email__","@425632 page. Please don't provide your order details, we consider it as personal information. Our page is visible to the public. 3/3 ^PR"
1308276,was told an item was out for delivery yesterday and it never arrived @115830 what now?,@425728 Sorry your order hasn't shown! Please reach out to us here for further assistance: https://t.co/JzP7hlA23B ^QJ
1308580,@AmazonHelp Good morning - I wrote an email two days ago regarding getting a fast replacement for my missing package - to which I was told I'd get a reply in 6 hours. Package never arrived and I still haven't gotten a reply 48 hours later. This is incredibly frustrating.,"@425803 I'm sorry for the wait. When the replacement was processed did you get an e-mail with a new delivery date? If so, what date? ^AN"
1310079,@AmazonHelp eso es lo que muestra y era con tipo de envío: prime 6-9 días... lo pedí el 16 de este mes https://t.co/digUdrKvFJ,@364260 2/2 contáctanos para ayudarte a verificar: https://t.co/beR78zMMYB ^JD
1310090,"@AmazonHelp Kindle本体とルーターの再起動で無事に復活しております！
わざわざありがとうございます",@426149 無事Wi-Fi接続できているようでよかったです😀　今後もkindleをご愛顧いただければ幸いです m(_ _)m HM
1310201,@AmazonHelp Chal be chodu,@414829 secure link provided earlier. We'll get back to you soon. 2/2^AP
1310628,@115851 @115850 @AmazonHelp 2 months and a  week later and still you guys have not refunded my money! https://t.co/C7FL0rD9Vl,@426272 a correspondence will be sent to your registered email account. 2/3 ^MJ
1310917,@AmazonHelp Hey ihr. bisher immernoch kein ASP - zutiefst für unlimited Music. ich dachte da tauchen auch neue CDs auf?,"@426337 Ich lasse gerne prüfen, ob ""ASP - zutiefst"" Teil der Amazon Music Unlimited-Mitgliedschaft sein sollte. ^MI"
1310927,@115850 can u please deliver order no.171-3215517-3213153 by tom?I have participated in Customs Marathon on Sunday.Need d band 4 d same.,@426338 Kindly get in touch our support team here: https://t.co/vlvfJr4nN9 we will be glad to assist you. Please 1/2^AR
1311222,@AmazonHelp Yeah said it would be delivered within 24 hours nothing arrived yesterday said wait another 24 hours and still nothing?,@426407 Oh no! Please allow us another chance to review available options with you here: https://t.co/JzP7hlA23B ^AB
1311849,@AmazonHelp You need a space after the Twitter handle name..,@426543 You can continue without the space. ^RW
1312453,@115821 where is my order? It says it was delivered but doesn’t say where 😭😭😭😭😭,"@426682 Hi, have you tried the tips from this help page: https://t.co/L76CBge35P? ^JJ"
1312503,"ORDER # 405-2461791-7785107
ORDER # 404-5845458-6107505
The return is still not placed and pending from last 15 days.
@115850","@426691 order details, we consider it to be personal information. Our page is visible to the public. (3/3)^SF"
1313001,@AmazonHelp Still no solution. When you will resolve?  Already one month following up? Why you promise cashbacks offers if you can't give?,@419800 We've emailed you here: https://t.co/4FP2BcMdeV. Kindly check and write back to it for further assistance. ^JS
1313383,@AmazonHelp i bought 1 mobile from @115850 on 14th Oct 17 i am eligible for cashback  agent escalated issue to team but still not received,@426781 through the secured link provided earlier? 2/2 ^AP
1313385,@AmazonHelp Yes have shared the details .Thank you,@426781 any further delay and get back to you at the earliest. 2/2 ^SC
992923,@115850 Your delivery service is in shambles! Either you don’t know what’s happening on the ground or you simply don’t care! Pathetic Amazon,@426855 It appears you've had an unpleasant experience. Could you please let us know what went wrong? ^AP
1313442,Not adding support still for @5525 by @117795 . please do asap.,"@426859 You can watch Prime Video on 2015 and 2016 smart TVs from Samsung, Sony, and LG. We don't have any announcement (1/2) ^KA"
1313872,@119625 @55023 Bring more hindi bollywood content please.,@182230 and TV shows we have available. (2/2) ^KA
1313892,"@AmazonHelp I have already requested several times to the seller, no proper information is provided till date. I can't even track my order.",@426971 I’m sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We’ll look into it. ^SB
1313900,@AmazonHelp No response from your side ..Shame on Amazon customer support @115850,"@426972 Hi, sorry to hear that. What Amazon website do you use? https://t.co/nUUp5MLhYl /.co.uk/.in? ^JJ"
1314418,@AmazonHelp ご丁寧にありがとうございます。気を付けます😊,@427091 とんでもないことでございます。どうぞよろしくお願いいたします。TN
1314432,"im so angry
i order 50€ worth of stuff that is never delivered and all amazon can say is ""oops you contacted us with the wrong email -",@427093 Hello- Did you since get this issue resolved? Which site did you order with? ^NV
721235,"ORDER # 404-0438375-2826724 which I had prepaid was canceled on 23/09/2017, still, I haven't refunded @115850","@292648 Please don’t provide your order details, we consider them to be personal information. Our Twitter page is visible to public. ^JC"
851610,"@115850 @115850 I HV ordred a prodct, waitin fo return pickup sinc last 9-10 dez &amp; not refunding coz de r unable to pickup on the scheduled time.",@427121 Sorry to know that the pickup is not done yet. I'd like to take a closer look and help you with the pickup. (1/2) ^SY
1315888,@AmazonHelp This is already done. Suggest some alternative.,@427406 Apologies for the delay Ashish Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
1317486,@115821 I found something offensive for sale on your website what should I do?,@427730 Sorry to hear this. Are you able to send us a link? ^PK
1317496,"@AmazonHelp Pues yo es que soy un poco torpe, debe ser, porque no sé dónde dirigirme en la Web","@427733 Hola, simplemente debes seguir el enlace, seleccionar la situación, o lo que más se le asemeje, y la opción de contacto deseada. ^JD"
1317509,@115821 amazon blocks amount of his sellers and no response on continious followupfromtheiremployees registered email id is marketop20@gmail,"@427734 I'm sorry for the unpleasant experience, being a social platform we'll not be able to access your account from Twitter. 1/2 ^MJ"
1318199,"@AmazonHelp Si he entrado. Pero creo que no soy el único que tiene este problema con Seur, creo que deberíais de repensaros la mensajería con ellos.",@427868 ¿Qué te indicaron nuestros compañeros de Soporte al Cliente? ^DA
1318254,@115850 i don't received my 15%Cashback on my purchase it is more than 15 days,@169195 what was the offer for the cash back ? We’ll look into it. 2/2 ^SB
735686,@AmazonHelp Normally how much time does it take to take any action?,"@295989 However, we will have this checked internally. ^KS 3/3"
1319023,@115850 What a careless &amp; irresponsible Amazon is ! I cell with box &amp; receipt stolen. Need duplicate bill. Cannot contact Amazon.,@428029 I'm sorry for the trouble. You can download the invoice directly from your Amazon.in account. 1/3 ^EM
1319860,@AmazonHelp Non je comptais passer par vous pour que ce soit fait :),"@428196 Nous n'avons pas accès à votre compte, vous pouvez contacter notre SAV via https://t.co/hgIrz98cdI ou au 08 05 10 14 20 ^YL"
1320462,@AmazonHelp Aft click above link redirect to orders page. I didn't find any Invoice button/link on page. Can u provide screen shot or help finding same. https://t.co/Ymq3eBPsOh,"@428318 There's an option, Sushil. Please try accessing the link via desktop/laptop. Do keep us posted. ^HD"
1320467,@AmazonHelp Thanks. It works. It will be great is mobile app has same features.,@428318 Thank you. I'll be certain to pass this on as a feedback internally. ^PB
1320488,"@AmazonHelp Si lo hice, y acabo de comprobarlo y pone ""ya no esta suscrita a amazon prime"" de acuerdo voy a intentar solucionarlo, gracias.","@428320 Carmen, nuestro departamento responsable de SAC se encargará de verificarlo y te informará cómo proceder. ^VM"
783417,@115850 It's out for delivery for past 4 days. Delivery agent is asking me to pick up from his office.,@306987 I'm sorry for the experience with the delivery of your order. Let me investigate this further and help you here. (1/2) ^VM
1321075,@115830  2 weeks after fraud no one has contacted me nor has advised where to take the parcels that’s been delivered! #badcustomerservice,@423678 Did you receive any e-mail form us? ^BM
1321097,@115830 is this email legit? https://t.co/jRLTuh7QdN,"@428461 Hi, here's more info about phishing: http:https://t.co/szbmOSyVzs. Don't use the links in the emails if you're unsure. ^JJ"
1321507,Amazonから架空請求きた,@428517 すでにお分かりかとは存じますが、Amazonからそのような内容のメールやメッセージはお送りしておりません。Amazonを騙るメールやメッセージを受信された場合、連絡したり個人情報を登録したりしないようご注意ください。 TN
1322558,@AmazonHelp There wasn’t one given it just says it’s in pending delivery without a delivery date the  release date for the book is today,"@200366 Hi Ben, can you provide a link to the book in question? Did it state when you ordered 'available for Release day delivery'?^TP"
1323370,"@AmazonHelp @115851 sir each time different ppl wrt mail, no 1 understand,no one ready to resolve the issue @115850  abt od.no 408-6373835-4135510","@425602 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^VH"
1323488,"@AmazonHelp 
Why my number is blocked from receiving call from customer care",@367726 That's odd. You may reach our support team alternatively via chat or mail. ^JC
1323517,@AmazonHelp La ringrazio molto sono riuscito a risolvere,"@428737 Grazie a te per il riscontro, a presto! ^EA"
1323926,@AmazonHelp Is there any way to report the delivery driver? I'm sure it's the same person as before that left a parcel in an unsecured place,@116747 Please contact us here: https://t.co/JzP7hlA23B so this can be looked into further. ^JJ
1323965,"@115850 i haven't received my refund even after talking to your executives....what the hell, my number has been blocked now!!",@428959 please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. (2/2) ^SY
1324781,"@115830 And no, he didn't try knocking first. He said it was because he was in a hurry.",@429135 So sorry to hear this! We'd like to make sure this is reported. Please reach us via phone here: https://t.co/JzP7hlA23B ^AB
1325537,"@115830 I could just go to Tesco and buy it right now and send you yours back and get a refund. I pay for day of release, not afternoon",@429299 Please get in touch using https://t.co/JzP7hlA23B and we'll be happy to look into this for you. ^BM
1325559,Ou est mon colis @120533 @AmazonHelp  num de suivi : 1zay35976826890919,"@429302 Bonjour, selon le suivi votre colis a été deposé en boîte aux lettres le 26 octobre 2017, je vous prie de vérifier.^FT"
1325780,"4 calls, 7  customer care re-some-abruptly-end-call-ps, 3 conversations thru the website, Issue still being unresolved. *sobs*  @115850 :(","@429355 Sorry for the experience, Firoz. Kindly fill in your details here: https://t.co/EilFdH1XV1 and we will get back to you ^KS"
1325836,@AmazonHelp I’m not getting refund option.,@429368 Have you spoken to our support team about the issue or are you trying to return from the website? ^HA
1326283,@AmazonHelp 情報ありがとうございます。了解いたしました。,@429457 とんでもないことです。わかりづらい点がありご心配をおかけいたしました。またご不明な点などございましたら、できる限りサポートさせていただきますので、お知らせください。ET
1326941,. @115821 is trading at over 1k a share and yet my glass bouquet cover still arrived broken!,@429599 I'm very sorry your bouquet arrived broken! Let's look into return/replacement options here: https://t.co/1au1PPcgwE ^ZW
1327025,@AmazonHelp Or could you let me know the serials that have Hindi subtitles at the moment?,"@429617 We do not have Hindi subtitles for content on Prime Video, Sandheep. I've noted your comments and will be sure to forward this as a feedback. ^MP"
1327738,"J'étais content de recevoir mon chargeur externe depuis @120533 

Je le déballe, content
J'essaye de le charger

Il marche pas 😔😔
#Pffff",@429779 Oh ! Désolée pour cela 😕 S'agit-il d'un article expédié par Amazon ou bien par un vendeur tiers ? ^MA
382225,@115850 Please resend the link,"@206629 If you were unable to share your details using the previous link, please try this one: https://t.co/beaaDm0muc ^RS"
397311,"@115850 Not good company Amazon,9723269852",@190745 That's odd. Please let us know if we missed out on anything ? 1/2 ^BV
1328598,".@115821 This truck driver ran a red light at Boston &amp; S Potomac St in Baltimore today at 7:45. He was also driving thru a ""no trucks"" zone. https://t.co/mBQ7hMUKXh","@429965 Hi, we'd like to look into this with you. Please fill out this secure form from a non-mobile device: https://t.co/R55eEQwSEs ^TS"
1328616,@AmazonHelp can you check the screenshot? it is dated on 16thAug. At that time they said 15 days.,"@424454 I'm sorry! We'd like to look into this with you in real time, Neha! Please enter your info here: https://t.co/76KnzyetwE ^CN"
1328776,@AmazonHelp This the way you treat all prime members?,@298259 I understand the frustration. We want to make sure it gets to you so please let us know if it doesn't arrive by Thursday. ^GL
1328903,@AmazonHelp can i choose a delivery date for my order? Basically want to delay the delivery.,@430050 We'd like to check this for you. Please contact our support team here: https://t.co/vlvfJr4nN9. ^SF
1328909,@AmazonHelp I sent this in yesterday on your site. Haven't heard anything yet. But I got 8 more emails from sellers this morning.,"@430052 Hey, Trevor! Let's look into this in real time. Please chat or call us here: https://t.co/1JGB1GNAF6 ^BA"
1328997,@115850 Thanks for ruining diwali guft experience.. Delivery of defective and broken items with damaged packages.. wtf https://t.co/oN1lyoE5So,@430075 here: https://t.co/vlvfJr4nN9 and it'll be sorted. [2/2] ^SK
1329000,@AmazonHelp Da habe ich geguckt. Ich sollte dem Anbieter auf Marketplace ein Bild des defekten Artikels senden. Die Mail mit dem JPEG ging nicht durch.,@430076 Unser Kundenservice prüft das gerne mal für dich: https://t.co/gVFWpjj4Ms ^SK
1329004,@115850 there is one page on facebook in your name which is selling JBL speakers @ rs.37 only. Is it true or a fraud ? https://t.co/Dh1fGtLBAb,"@430077 It isn't a legit promotion from us, do not make a purchase or share any of your personal info. Thanks for flagging this. ^HT"
1330191,"@AmazonHelp I am sure you did not take the pain of getting in touch with your Ms. Hanan from executive customer relationship team as Amazon being a fraud company nobody is bothered 2 look into customer problems. Amazon sells fake products I have proved it, so request everyone to AVOID Amazon","@270757 I'm sorry for the trail with your concern, please reply to the correspondence sent by our specialist team you have mentioned for further assistance. ^MJ"
1330197,@AmazonHelp My registered mail with Amazon is __email__ Let me know what more details you want I am ready to share even my secret birth marks here in open do as to expose fraud Amazon. Do not try to deviate and run away,@270757 We will not be able to take your details from here as this is a social media platform. Please provide your details though the secured link given earlier. ^GU
1331118,"@AmazonHelp Yes, ""sometime between Oct 27-29."" Which doesn't help me very much with a costume event tomorrow.",@430547 Who's the carrier listed for this order here: https://t.co/Y5jpI9gRhE ? Please let us know! ^LB
1331150,@AmazonHelp i got mail from abhishek. its the same drama since last 22 days. again this will take a week. Very hopeless service by @115850,@210089 I'm sorry about the stretch. Kindly wait till the timeline shared. We'll keep you updated. ^SG
1331839,"Mal wieder maßlos enttäuscht, dass @AmazonHelp und @122924 nicht einmal pünktlich zu Release liefern.. Werde wohl wieder im Laden kaufen..",@430715 Welches Lieferdatum wurde dir denn angezeigt? ^SK
1331892,@AmazonHelp What is d development?,@280821 As you've filled in your details you should have surely received an email correspondence from our team. 1/2 ^KH
1331912,@115850 Don't know what's this doing in All videos games section😂 https://t.co/oszoxCtVqP,"@430720 Thanks for highlighting this, I'll get this reviewed internally for corrections. ^MJ"
1332110,@AmazonHelp Yet it's shipped ???? https://t.co/AzgmJ9f07P,"@430768 We'd like to get a closer look into what's going on, please reach us directly here: https://t.co/hApLpMlfHN ^NC"
1332645,@AmazonHelp Mean by 15th Nov?,@418470 will be credited to the eligible customer’s account in the form of Amazon Pay balance by 15th November. (2/2)^YP
1334280,"@AmazonHelp Non je viens juste de récupérer mon colis, je vais faire ça","@431265 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
^MD"
1334299,@AmazonHelp Link not working.pls provide new,@145298 Could you let us know what's the exact error you are getting while trying to access the link? We'd like to help. ^OS
1334302,@AmazonHelp Can't u guys contact me for the issue....9814555974,"@145298 here: https://t.co/vlvfJr4nN9. We'll reach out to you. Also, please don't provide your phone number, as we consider 2/3 ^OS"
1336216,Forever waiting on Amazon delivering my order... not like I have other plans or anything 😑,@431704 I'm sorry for the wait. Some items aren't able to dispatch immediately. What date is on the order confirmation e-mail? ^AN
1336220,@AmazonHelp merci!!!!!!!,@431706 Je vous en prie :) ^FT
1336249,#WTF is going on with my @115821 recommendation! Y'all got me all wrong tho. https://t.co/SI8nndPZov,"@431713 I'm sorry, recommendations are based on previously viewed/purchased. You can edit your history here: https://t.co/U3XoUFyF1B ^AN"
1337167,@AmazonHelp Any updates on my complaint.Its already been more than 2 weeks going through this issue.when will you resolve it??,@431896 You should've received an email from us. Kindly check it here: https://t.co/A1McxYnd3k and respond. ^NS
1337177,"@AmazonHelp No it's nt an update.Earlier thy mentiond 24-48 hrs n nw thy mentioned 3-5 biz days.Evry time I reach out 2 u, u guys wl extend resoln time.",@431896 Apologies for the delay in resolving your query. Kindly wait till you receive an update. Appreciate your patience. ^AK
1337243,$15 for shipping on a 16lb bag of cat food is robbery! Can I transfer my gift card balance back to my debit card? @115821 @AmazonHelp,@431910 I can understand your concern! We're happy to look into avail options w/ you via phone/chat here: https://t.co/hApLpMlfHN ^CS
1337976,"Amazon Prime got soo fucking expensive...
34€ is a lot for me okay and I totally forgot to cancel my plan before they took my money 😑",@432080 Hey there! I'm sorry about the unexpected charge to your account! Were you able to cancel this &amp; be refunded for Prime? ^FR
1338019,@AmazonHelp I don't see any recent email from Amazon. Please send again.,@323715 You can check the correspondence sent from us here:https://t.co/O3skf9oaAX reply to the email for further assistance. ^PR
1338469,"@115850  @AmazonHelp  Its a shame that I have to return an item THREE TIMES for the same reason. Still you repeat the same mistake thrice.
Get in touch urgent.","@432205 Oh, that's unusual! We'd like to get this checked and help, kindly share your details here: https://t.co/GIJyeYqKE0 ^MA"
1338716,@115821 Like wow @115821 I was really looking forward to receiving my new dish drying rack yesterday but OKAY. #thisispushing30,@432254 I'm sorry for the delay! Let's investigate! Has the order shipped and what is the status showing? https://t.co/aaDyEz1VgE ^FR
1338739,@AmazonHelp Details shared. Kindly check,@432259 Thanks for sharing your details with us. We'll help you in getting this issue resolved. Request you to wait. ^ZH
1338742,@115850 not received last 2 shipments of unfulfillable inventory and no help from seller support. Is this intentional?,"@432259 Certainly not! Our apologies for the trouble. Did you happen to report this to us, here: https://t.co/vlvfJr4nN9? ^YP"
1338753,@AmazonHelp https://t.co/3YgF0VbZjt,@407865 I'd like a member of our Transportation team to take a look. Please provide your details here: https://t.co/7OrkQKsRWB ^AN
1339577,@AmazonHelp  https://t.co/whws3ylrUn,"@432458 When accessing the A-to-z claim, you need to be on a non-mobile browser or on a computer. ^VS"
1339590,@115850 #Winteriscoming..my phone is living without skin since you have not delivered it yet..even after promising 4 times!!!,"@432459 I'm sorry about the long wait. We'd like to get this sorted, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG"
1340621,@AmazonHelp Please can you let me know when order # 204-3362019-2584354 will be dispatched? due to be delivered tomorrow.,@432690 It's not uncommon for items to dispatch on day of delivery. Let us know if the item doesn't arrive tomorrow by 21:00. ^AL
1341675,@AmazonHelp I was at checkout and I chose the free 2 day shipping cause of prime. The hole order should have been here but only 33.33% made it.. how sad,@432934 What does the tracking show for the other 2 items?  ^AF
957569,@115850 @115821 Will you reply my query on order no 407-3578652-0423541 ? Lately I am experiencing issues with your service.,"@347203 Apologies. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll look into it. Also, kindly do not share your ^PB (1/2)"
1041205,@115850 till now my money is not refunded it’s been a month. Unable to contact customer care. Order no-408-9697378-6505948,"@433138 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^HD"
1343551,@AmazonHelp How many days u will take to resolve my problem .,@426152 We're currently working your concern. We'll contact you once we've an update. We'll be unable to share a definite timeline.^PJ
1345568,"@AmazonHelp No, I haven't yet.","@433758 If it doesn't arrive by 8PM, please contact us for options: https://t.co/EKXRLsnxJu ^AF"
1346542,"@115850 product not yet dispatched will reach my address tomorrow? 
Its a gift !!
#amazonprime #amazonorder #waitingforproduct #Flipkart https://t.co/yOYH1K3lrH","@434008 We ensure that we do not miss the guaranteed delivery of a package. Also, please don't provide your address details. 1/2 ^BV"
1346567,@AmazonHelp 28th. But status hasn't changed,@434014 If the order is not there by the 28th please reach us by phone or chat:  https://t.co/hApLpMlfHN we are here to help! ^CH
931516,"@AmazonHelp Hey. Someone called me up, but then put me on hold for 5+ mins. I disconnected. https://t.co/Z4BetrWJnV",@340985 Were you able to complete the conversation? You might have received an email as well from that team. [1/2] ^HA
1346626,"@AmazonHelp Pas encore, vous n'êtes pas encore en retard, mais je monte en stress...","@391986 J'espère que vous recevrez votre colis rapidement, tenez-nous au courant ! 
^KE"
1347548,@115821 sucks at delivering video games on time. Wednesday until receiving my copy of #Wolfenstein2  ... No way!,@434251 What was the delivery date given at checkout? It should be in your confirmation email located here: https://t.co/DRVvzVDMd3 ^DA
1347558,"@8521 why does @115830 say #tanyaschristmas cost 8£ then when I’m just about to pay, it suddenly cost 10£ + postage🤔 https://t.co/GZBfUhLHYa",@434253 I'm sorry for the trouble. We're unable to duplicate this issue. Please clear out your basket and re-add the item. 1/2
1347574,@AmazonHelp Thank u!!,@298563 No problem! Let us know if you have any questions!
1347631,@115830 I preordered Mario on switch few months ago expecting it to arrive today. Got an email wed saying it’s been dispatched all good so far. So imagine my disappointment when it postman fails to deliver and also get an email saying it might be few days late. #nothappy,"@434267 It's never our intention to disappoint, Stu! Were we able to provide an updated delivery date for your order? ^CS"
1349096,@AmazonHelp 5k recharge and 500 cashback offer. They say u are eligible and not eligible on the same call. Pathetic customer service,@434617 Could you direct us to link of the promotion ? We'd like to be specific on this. ^HT
1349154,"@AmazonHelp Voici le suivi, sachant que sur le site de Colis Privé il est indiqué que les livraisons se finissent à 19h. https://t.co/7bwA2y1m75","@196669 Je suis désolé d'apprendre cela, avez-vous contacté notre service client à ce propos ? ^ME"
1349215,@115830 hmmmm? https://t.co/6wQh9tXXmP,@196059 That's rather odd. Please give us a ring here: https://t.co/JzP7hlA23B so we can look into this! ^TR
1350056,"@AmazonHelp The email from when I ordered it says sold by fashioncreate, fulfilled by amazon.","@434827 Was a courier listed for your order? If so, they could have additional information. A list of our couriers and their contact information can be found here: https://t.co/SVsTxxV6UT ^FD"
1350069,@AmazonHelp I literally saw the truck on my street https://t.co/TDNKxbouBp,"@434828 Thanks for reaching out, Alex. Deliveries can be made up until 8pm. Please keep us posted on it's arrival. ^HS"
1350321,"@AmazonHelp Hoje eu recebi ""Tartarugas Até  Lá Embaixo"", ""A Vida que Enterramos"" e o box ""Grandes Obras de Jane Austen"".  Encantada &lt;3","@280149 Só livros maravilhosos, Grace 😊 Eu estou lendo Tartarugas Até Lá Embaixo e adorando mesmo 💞. ^LG"
1351695,アマゾンプライムお試し！スノーホワイトみてる(๑&gt;◡&lt;๑),"@435212 プライム無料体験のご登録ありがとうございます(＾◇＾)
プライムの特典は様々ご準備しておりますので、ぜひ無料体験中に色々お試しくださいませ~♪https://t.co/JVlaJGORZx TY"
1351715,"@AmazonHelp @121284 service answer was that #AmazonMusic is in pre release, not fully launched in India and after some time things will work.",@198821 Sorry for the trouble. I will take it as a feedback and forward it to the concerned team internally. ^GU
1352198,"@AmazonHelp non je m'en occuperait demain matin.... je sors tout juste du boulot, et surprise, rien dans la boite au lettre ni sur le telephone ^^ bref",@435334 Vous pourrez contacter notre SAV demain via le lien suivant : https://t.co/qzuu0dgDXz ^ME
1352223,@115821 @AmazonHelp received literally the worst customer service ever today. wont be purchasing anything important through amazon again.,"@435339 This isn't the experience we want to be providing! Without posting personal info, could you tell us what happened?  ^GL"
1352809,@115828 It keeps getting removed from my cart for no reason.,"@435496 Hmm. That is strange. Just to clarify, are you trying to check out within 15 minutes of placing the items in your cart? ^AL"
1353535,@AmazonHelp delivered and handed to someone who was not me 😞,@435663 Oh no! Please reach out to us here: https://t.co/hApLpMlfHN and we can assist you with this. ^TK
1353552,"@AmazonHelp Yes, that time has expired. It's so poor. Never have any trouble buying from you guys direct. This was a birthday present ordered 16 October","@435666 I'm sorry! If there was no response, you may qualify to file an  
A-to-z Guarantee Claim here: https://t.co/7LBkWoo24z ^BT."
1353578,@115850 8 days passed no update on package. Really pathetic it has become. https://t.co/SnRCOuw5D4,@435630 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
1353595,@AmazonHelp The order has not arrived...,@435672 Hey James! I'm sorry your game hasn't arrived. Does the tracking still say out for delivery or has it updated?
1041207,"@115850 https://t.co/xd247tnTlN but i'm worried, refund not received","@435859 Sorry to know you've not received the refund, Shubham. Please reach us from here: https://t.co/rS49hgaADF we'll assist. ^SV"
1354458,"@AmazonHelp It is more than a month, is this your refund policy? @AmazonHelp @115850","@435859 drop in your details through the link provided earlier &amp; we'll look into it right away. Also, please 2/3 ^EM"
1355355,"Gibt's die #Amazon Channels nicht in der App für PS3/PS4? So zwecks #Eurosport-Player...
Hat da jemand Erfahrung damit? #m05sge",@436047 Über beide Konsolen ist das leider nicht möglich. Alle kompatiblen Geräte findest du hier: https://t.co/D2pbk3iV5R ^BL
1356275,@117795 @115850 What is wrong??? https://t.co/W40o4ix5cn,"@219266 Looks like the error has been rectified. Kindly check. Also, you may try clearing the cache if the issue still persists.^SQ"
1357639,@AmazonHelp Cut the crap and stop giving this random bullshit on SM. You haven't done anything since last 100 hrs.,"@313517 I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^MK"
1357641,@AmazonHelp Waiting for tiresome but Lying is not. You people are pro at it. Lying since 100 hrs.,"@313517 I understand your concern, Arif. Please revert to the correspondence you've received from us. I'll get back to you. ^HD"
1357717,"#AmazonIndia delivers junk battery,refuses to entertain return filed after 24 hours of delivery ORDER # 406-2524222-8704336 for Prime member","@436544 We're sorry for the poor experience. Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll check this for you. (1/2)"
1358077,Le SAV de @2600 est détestable. J'ai passé 2 heures a essayer d'avoir de l'aide et la seule chose que j'ai eu c'est un malheureux,"@434259 ..problème, afin de pouvoir accéder à votre compte et vérifier cela pour vous. 2/2 ^MH"
1041217,@115850 Non sense. Amazon sent me jewellery without hallmark with other defects. Now not taking return even i initiated return widin 30min of dlvry,"@436854 Apologies for the trouble with return of your item, Vikash. I'd like to take a closer look. 1/2 ^HD"
1360005,@115850 @AmazonHelp check this goof up!! https://t.co/RRlTCC8Eiq,@437075 Thanks for flagging this. We'll have this reviewed internally. ^SQ
1360061,"@AmazonHelp Nope, outside of “If you don’t have by Sunday, let us know.”",@437087 Have we missed the delivery date? Who is the carrier listed for this order: https://t.co/Y5jpI9gRhE? ^WM
1362488,"@AmazonHelp My package claimed it was delivered, couldn't find it, was delayed 4 more days. Packaged arrived destroyed. Very unhappy",@437242 I'm sorry for the poor experience with your order. Was anything damaged or missing? Did you report this to the carrier? ^CO
1362505,"@115850 Recent marketing strategy - Provide abnormal discounts before Diwali, so that customers don't go to competitors. Continue...",@437245 unaddressed? Do let us know and we'll be glad to help you. (2/2)^SQ
1363677,@437521 @115850 Pathetic on them. They didn't even give the delivery person's number and I don't know what to do now,@437520 I understand your concern on delivery. If we missed on the estimated date please let us know here: https://t.co/vlvfJr4nN9. ^BS
1363808,Preordered Garmin Vivoactive 3 on the 25th of Sept from Amazon. Tonight I reserved one in Argos for pick up tomorrow. Appauling @115821,"@437559 I'm sorry for the frustration! Without posting account or order details, can you tell us what happened? ^JR"
1364685,"@AmazonHelp A phone call four hours ago assured me it was on a truck in my town and yet nothing, with the delivery window closing in a minute.",@437740 I'm sorry for the frustration! Our team would like to look into this further. Please contact us here: https://t.co/hApLpMlfHN ^CN
1364738,@115833 have you removed the lyrics function on songs with the latest firmware?!,"@437749 We'd like to look into this further, please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^SY"
1365435,"@AmazonHelp hi, der Lautsprecher meines Echo dots scheint kaputt zu sein. Die Ausgaben klingen irgendwie flacher und einfach falsch","@437907 Hi, melde dich gerne mal zwecks einer Reklamation bei uns im Kundenservice: https://t.co/UecrMDgcTC Gruß ^MI"
1365469,"Ah si y muchas gracias @116875 @AmazonHelp, ya volviste a ser chévere","@432935 Hola, ¿recibiste tu pedido? ^LG"
1366066,"@AmazonHelp No sorry, it just says ""Out for delivery"" Northampton, GB","@438017 We would like to look into your deliveries further with you so we can assist. We do not have access to account specific information via Twitter, so if you can connect with us via phone or chat here: https://t.co/JzP7hlA23B we'd be happy to help! ^TE"
1366226,@AmazonHelp 😍 https://t.co/yqKQDphhZb,"@438048 Adorei 😍📚, já sabe qual livro vai ler primeiro ? Eu já li ´´Ligações`` e fique apaixonada 💖. ^MB"
1366229,@AmazonHelp Vou parar Cidade dos Etéreos primeiro q eu estava ansiosa logo pela continuação e talvez o próximo seja Ligações mesmo 😍,"@438048 Bora então 💖! Depois nos conta sobre ´´Cidade dos Etéreos``. Esses presentinhos adiantados de natal somente alegram o coração, heim!. ^MB"
1366291,"@AmazonHelp Is this a reply ??? Shame, let people also know your dm replies.","@120687 any queries, kindly reply to our E-mail correspondence, we'll look into it and get back to you. (2/2) ^MO"
